"start";"end";"deviceid";"বয়স";"লিঙ্গ";"শিক্ষাগত যোগ্যতা";"পেশা";"আপনি কোথায় বসবাস করেন?";"আপনার চা পানের ধরণ কেমন?";"আপনি প্রতিদিন সাধারণত কোন সময়ে নিয়মিত চা পান করেন?";"আপনি প্রতিদিন সাধারণত কোন সময়ে নিয়মিত চা পান করেন?/সকাল";"আপনি প্রতিদিন সাধারণত কোন সময়ে নিয়মিত চা পান করেন?/দুপুর";"আপনি প্রতিদিন সাধারণত কোন সময়ে নিয়মিত চা পান করেন?/বিকাল/সন্ধ্যায়";"আপনি প্রতিদিন সাধারণত কোন সময়ে নিয়মিত চা পান করেন?/রাতে";"আপনার পরিবারের অন্য কতজন সদস্য চা পান করেন? ";"আপনি কোন ধরণের চা পান করে থাকেন? ";"আপনি কোন ধরণের চা পান করে থাকেন? /র/লাল চা";"আপনি কোন ধরণের চা পান করে থাকেন? /দুধ চা";"আপনি কোন ধরণের চা পান করে থাকেন? /গ্রীন চা";"আপনি কোন ধরণের চা পান করে থাকেন? /হারবাল চা";"আপনি কোন ধরণের চা পান করে থাকেন? /উলং চা";"আপনি কোন ধরণের চা পান করে থাকেন? /অন্যান্য";"আপনি কোন ধরণের চা পান করে থাকেন? /রেডি চা";"আপনি কোন ধরণের চা পান করে থাকেন? /ফ্লেভারযুক্ত চা";"আপনি সাধারণত কোন ধরণের চা ক্রয় করেন?";"আপনি সাধারণত কোন ধরণের চা ক্রয় করেন?/ব্যান্ডের টি ব্যাগ";"আপনি সাধারণত কোন ধরণের চা ক্রয় করেন?/খোলা চা ";"আপনি সাধারণত কোন ধরণের চা ক্রয় করেন?/রেডি/প্যাকেজ চা";"আপনি সাধারণত কোন ধরণের চা ক্রয় করেন?/অন্যান্য";"আপনি সাধারণত কোন ধরণের চা ক্রয় করেন?/ব্রান্ডের চা পাতা";"আপনি সাধারনরত কোন জায়গা চা পাতা ক্রয় করে থাকেন?";"আপনি সাধারনরত কোন জায়গা চা পাতা ক্রয় করে থাকেন?/মুদি দোকান";"আপনি সাধারনরত কোন জায়গা চা পাতা ক্রয় করে থাকেন?/সুপারশপ";"আপনি সাধারনরত কোন জায়গা চা পাতা ক্রয় করে থাকেন?/অনলাইন শপ";"আপনি সাধারনরত কোন জায়গা চা পাতা ক্রয় করে থাকেন?/অন্যান্য";"প্রতি মাসে আপনার কত টাকার চা পাতা ক্রয় করে থাকেন?";"চা পাতা ক্রয়ের ক্ষেত্রে আপনি কোন বিষয়কে বেশী প্রাধান্য দিয়ে থাকেন?";"চা পাতা ক্রয়ের ক্ষেত্রে আপনি কোন বিষয়কে বেশী প্রাধান্য দিয়ে থাকেন?/ব্র্যান্ড এর খ্যাতি";"চা পাতা ক্রয়ের ক্ষেত্রে আপনি কোন বিষয়কে বেশী প্রাধান্য দিয়ে থাকেন?/গুনগত মান";"চা পাতা ক্রয়ের ক্ষেত্রে আপনি কোন বিষয়কে বেশী প্রাধান্য দিয়ে থাকেন?/স্বাদ ";"চা পাতা ক্রয়ের ক্ষেত্রে আপনি কোন বিষয়কে বেশী প্রাধান্য দিয়ে থাকেন?/ঘ্রান";"চা পাতা ক্রয়ের ক্ষেত্রে আপনি কোন বিষয়কে বেশী প্রাধান্য দিয়ে থাকেন?/পন্যের মোড়ক ";"চা পাতা ক্রয়ের ক্ষেত্রে আপনি কোন বিষয়কে বেশী প্রাধান্য দিয়ে থাকেন?/সুলভ ক্রয়মূল্য ";"চা পাতা ক্রয়ের ক্ষেত্রে আপনি কোন বিষয়কে বেশী প্রাধান্য দিয়ে থাকেন?/ডিসকাউন্ট বা ফ্রি গিফট";"চা পাতা ক্রয়ের ক্ষেত্রে আপনি কোন বিষয়কে বেশী প্রাধান্য দিয়ে থাকেন?/দোকানদার যা দেয় তাই কিনি";"চা পাতা ক্রয়ের ক্ষেত্রে আপনি কোন বিষয়কে বেশী প্রাধান্য দিয়ে থাকেন?/যখন যা পাই ";"বর্তমানে আপনি যে ব্রান্ডের চা পান করছেন সেটি সম্পর্কে আপনি কিভাবে আগ্রহী হয়েছিলেন?";"বর্তমানে আপনি যে ব্রান্ডের চা পান করছেন সেটি সম্পর্কে আপনি কিভাবে আগ্রহী হয়েছিলেন?/বিজ্ঞাপন দেখে";"বর্তমানে আপনি যে ব্রান্ডের চা পান করছেন সেটি সম্পর্কে আপনি কিভাবে আগ্রহী হয়েছিলেন?/কারো কাছ থেকে শুনে";"বর্তমানে আপনি যে ব্রান্ডের চা পান করছেন সেটি সম্পর্কে আপনি কিভাবে আগ্রহী হয়েছিলেন?/পান করে";"বিদ্যমান ব্রান্ডের চায়ের ক্ষেত্রে চায়ের মানোন্নয়নে আপনার কোন প্রত্যাশা বা পরামর্শ রয়েছে কি? ";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"__version__";"_tags";"_index"
"2023-10-16T12:05:24.417+06:00";"2023-10-16T12:09:23.602+06:00";"ee-eu.kobotoolbox.org:8Zo6Vr6s9Rd8kA6E";"22";"নারী";"স্নাতক/ডিগ্রী/সমমান";"শিক্ষার্থী";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"সপ্তাহে ৩-৫ বার";"সকাল বিকাল/সন্ধ্যায়";"1";"0";"1";"0";"৩";"র/লাল চা দুধ চা";"1";"1";"0";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"মুদি দোকান";"1";"0";"0";"0";"২০০ টাকার কম";"ব্র্যান্ড এর খ্যাতি গুনগত মান স্বাদ  সুলভ ক্রয়মূল্য ";"1";"1";"1";"0";"0";"1";"0";"0";"0";"কারো কাছ থেকে শুনে পান করে";"0";"1";"1";"চা সকলের জন্য সহজলভ্য করা।";"492337591";"fea3c67c-46ca-4018-9527-2852c33c7afe";"2023-10-16T06:09:25";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"146"
"2023-10-16T12:08:34.598+06:00";"2023-10-16T12:12:07.105+06:00";"ee-eu.kobotoolbox.org:LIiRws9vTIQTdY7N";"26";"পুরুষ";"স্নাতক/ডিগ্রী/সমমান";"ব্যাবসা/উদ্যোক্তা";"মাঝাড়ি ও ছোট শহর (জেলা শহর/উপজেলা শহর/পৌরসভা)";"প্রতিদিন";"সকাল দুপুর রাতে";"1";"1";"0";"1";"৫ বা তার চেয়ে বেশী";"র/লাল চা দুধ চা ফ্লেভারযুক্ত চা";"1";"1";"0";"0";"0";"0";"0";"1";"ব্যান্ডের টি ব্যাগ অন্যান্য";"1";"0";"0";"1";"0";"মুদি দোকান অন্যান্য";"1";"0";"0";"1";"১০০০ টাকার বেশী";"গুনগত মান স্বাদ  ঘ্রান";"0";"1";"1";"1";"0";"0";"0";"0";"0";"কারো কাছ থেকে শুনে";"0";"1";"0";"Nothing to say";"492338582";"208b5d14-0ebe-4945-8418-31028c413e8f";"2023-10-16T06:12:08";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"147"
"2023-10-16T12:11:19.713+06:00";"2023-10-16T12:13:55.712+06:00";"ee-eu.kobotoolbox.org:v6BOhnPgE4HMT2wQ";"27";"পুরুষ";"স্নাতকোত্তর/সমমান";"বেসরকারি চাকরি";"মাঝাড়ি ও ছোট শহর (জেলা শহর/উপজেলা শহর/পৌরসভা)";"প্রতিদিন";"সকাল বিকাল/সন্ধ্যায় রাতে";"1";"0";"1";"1";"৫ বা তার চেয়ে বেশী";"র/লাল চা দুধ চা";"1";"1";"0";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"মুদি দোকান সুপারশপ";"1";"1";"0";"0";"২০০ থেকে ৫০০ টাকার মধ্যে";"ব্র্যান্ড এর খ্যাতি গুনগত মান স্বাদ ";"1";"1";"1";"0";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"";"492339155";"54d214c5-bb4a-43a4-b604-5bf745128917";"2023-10-16T06:13:57";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"148"
"2023-10-16T12:16:16.161+06:00";"2023-10-16T12:17:53.120+06:00";"ee-eu.kobotoolbox.org:Jztdp0vNEJhTDIyy";"31";"পুরুষ";"স্নাতকোত্তর/সমমান";"ফ্রিল্যান্সার";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"প্রতিদিন";"সকাল বিকাল/সন্ধ্যায়";"1";"0";"1";"0";"৩";"র/লাল চা দুধ চা";"1";"1";"0";"0";"0";"0";"0";"0";"ব্যান্ডের টি ব্যাগ ব্রান্ডের চা পাতা";"1";"0";"0";"0";"1";"মুদি দোকান সুপারশপ অনলাইন শপ";"1";"1";"1";"0";"২০০ থেকে ৫০০ টাকার মধ্যে";"গুনগত মান স্বাদ  ঘ্রান সুলভ ক্রয়মূল্য ";"0";"1";"1";"1";"0";"1";"0";"0";"0";"পান করে";"0";"0";"1";"";"492340267";"fa79fb30-bf10-4577-a817-96c1200d3939";"2023-10-16T06:17:55";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"149"
"2023-10-16T12:18:21.145+06:00";"2023-10-16T12:21:32.610+06:00";"ee-eu.kobotoolbox.org:BGcfkAY3ZhC70siy";"26";"নারী";"এইচএসসি/সমমান";"গৃহিণী";"মাঝাড়ি ও ছোট শহর (জেলা শহর/উপজেলা শহর/পৌরসভা)";"প্রতিদিন";"সকাল বিকাল/সন্ধ্যায়";"1";"0";"1";"0";"৩";"দুধ চা";"0";"1";"0";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"মুদি দোকান সুপারশপ";"1";"1";"0";"0";"২০০ থেকে ৫০০ টাকার মধ্যে";"গুনগত মান";"0";"1";"0";"0";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"";"492341315";"dfdc3122-e0db-4dae-aa59-8b0b8f1cd651";"2023-10-16T06:21:34";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"150"
"2023-10-16T12:20:08.105+06:00";"2023-10-16T12:21:34.831+06:00";"ee-eu.kobotoolbox.org:wnSkH4gjrOXVvfBG";"34";"পুরুষ";"স্নাতকোত্তর/সমমান";"সরকারি চাকরি";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"প্রতিদিন";"বিকাল/সন্ধ্যায় রাতে";"0";"0";"1";"1";"৪";"র/লাল চা দুধ চা";"1";"1";"0";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"মুদি দোকান";"1";"0";"0";"0";"২০০ থেকে ৫০০ টাকার মধ্যে";"গুনগত মান";"0";"1";"0";"0";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"";"492341335";"25d7af03-5acc-4895-a882-8186d430a618";"2023-10-16T06:21:37";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"151"
"2023-10-16T12:19:48.820+06:00";"2023-10-16T12:22:17.262+06:00";"ee-eu.kobotoolbox.org:wnB8jGgHkxNQI6CR";"26";"নারী";"স্নাতকোত্তর/সমমান";"বেসরকারি চাকরি";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"প্রতিদিন";"সকাল";"1";"0";"0";"0";"৩";"দুধ চা";"0";"1";"0";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"সুপারশপ";"0";"1";"0";"0";"২০০ থেকে ৫০০ টাকার মধ্যে";"ব্র্যান্ড এর খ্যাতি";"1";"0";"0";"0";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"";"492341618";"dedefcf5-9b69-419d-a9be-00e5d9316190";"2023-10-16T06:22:18";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"152"
"2023-10-16T12:20:57.754+06:00";"2023-10-16T12:24:35.217+06:00";"ee-eu.kobotoolbox.org:HmwzSg2UNXCFwR1J";"20";"নারী";"স্নাতক/ডিগ্রী/সমমান";"শিক্ষার্থী";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"প্রতিদিন";"সকাল বিকাল/সন্ধ্যায়";"1";"0";"1";"0";"৫ বা তার চেয়ে বেশী";"র/লাল চা দুধ চা";"1";"1";"0";"0";"0";"0";"0";"0";"ব্যান্ডের টি ব্যাগ ব্রান্ডের চা পাতা";"1";"0";"0";"0";"1";"মুদি দোকান সুপারশপ";"1";"1";"0";"0";"২০০ থেকে ৫০০ টাকার মধ্যে";"গুনগত মান স্বাদ  ঘ্রান";"0";"1";"1";"1";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"বেশিরভাগ চা ব্রান্ডের ক্ষেত্রে স্বাদ এবং ঘ্রাণের সমন্বয় থাকে না। এদিকে নজর দেওয়া উচিত";"492342325";"16d2b0cc-20ed-448c-ad64-905d46c2517f";"2023-10-16T06:24:35";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"153"
"2023-10-16T12:23:45.657+06:00";"2023-10-16T12:26:20.216+06:00";"ee-eu.kobotoolbox.org:c2qrsCBvkPUvWYIF";"30";"পুরুষ";"নিরক্ষর";"ব্যাবসা/উদ্যোক্তা";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"সপ্তাহে ৩-৫ বার";"দুপুর বিকাল/সন্ধ্যায়";"0";"1";"1";"0";"১";"উলং চা";"0";"0";"0";"0";"1";"0";"0";"0";"খোলা চা ";"0";"1";"0";"0";"0";"অনলাইন শপ";"0";"0";"1";"0";"১০০০ টাকার বেশী";"পন্যের মোড়ক ";"0";"0";"0";"0";"1";"0";"0";"0";"0";"পান করে";"0";"0";"1";"";"492342959";"a6c0b677-dbf4-4195-a21c-93411bfa01cd";"2023-10-16T06:26:22";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"154"
"2023-10-16T12:23:35.329+06:00";"2023-10-16T12:26:33.360+06:00";"ee-eu.kobotoolbox.org:WzsMhpl8NA8eHGHv";"37";"নারী";"স্নাতকোত্তর/সমমান";"গৃহিণী";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"প্রতিদিন";"সকাল বিকাল/সন্ধ্যায়";"1";"0";"1";"0";"৫ বা তার চেয়ে বেশী";"র/লাল চা দুধ চা";"1";"1";"0";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"মুদি দোকান";"1";"0";"0";"0";"২০০ থেকে ৫০০ টাকার মধ্যে";"গুনগত মান স্বাদ  ঘ্রান";"0";"1";"1";"1";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"";"492343092";"a3873f3a-fd01-43f9-8529-607d2509c3bd";"2023-10-16T06:26:44";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"155"
"2023-10-16T12:26:44.307+06:00";"2023-10-16T12:29:14.811+06:00";"ee-eu.kobotoolbox.org:XCfj2CYn4TGuTPbN";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"492343802";"d4a300ac-03b5-46fa-8f14-10d95b87fb1b";"2023-10-16T06:29:18";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"156"
"2023-10-16T12:27:56.569+06:00";"2023-10-16T12:32:39.153+06:00";"ee-eu.kobotoolbox.org:lwXk41PQP4sF7AQh";"27";"পুরুষ";"স্নাতকোত্তর/সমমান";"ব্যাবসা/উদ্যোক্তা";"মাঝাড়ি ও ছোট শহর (জেলা শহর/উপজেলা শহর/পৌরসভা)";"সপ্তাহে ৩-৫ বার";"সকাল রাতে";"1";"0";"0";"1";"৫ বা তার চেয়ে বেশী";"র/লাল চা দুধ চা";"1";"1";"0";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"মুদি দোকান";"1";"0";"0";"0";"২০০ থেকে ৫০০ টাকার মধ্যে";"গুনগত মান স্বাদ ";"0";"1";"1";"0";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"নাই";"492344711";"698c5c33-ddd1-410a-ad6f-0c4347d72905";"2023-10-16T06:32:42";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"157"
"2023-10-16T12:30:24.040+06:00";"2023-10-16T12:32:44.010+06:00";"ee-eu.kobotoolbox.org:jcEhwZQJWKhpg7j7";"37";"পুরুষ";"স্নাতকোত্তর/সমমান";"ব্যাবসা/উদ্যোক্তা";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"সপ্তাহে ৩-৫ বার";"দুপুর বিকাল/সন্ধ্যায়";"0";"1";"1";"0";"৩";"র/লাল চা";"1";"0";"0";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"মুদি দোকান";"1";"0";"0";"0";"২০০ থেকে ৫০০ টাকার মধ্যে";"গুনগত মান";"0";"1";"0";"0";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"হ্যা";"492344736";"c9156a53-8de6-4360-b1bb-12369b49d0b9";"2023-10-16T06:32:46";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"158"
"2023-10-16T12:31:06.327+06:00";"2023-10-16T12:33:28.212+06:00";"ee-eu.kobotoolbox.org:4lU10aKzfXskJiII";"38";"পুরুষ";"স্নাতকোত্তর/সমমান";"বেসরকারি চাকরি";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"প্রতিদিন";"সকাল দুপুর বিকাল/সন্ধ্যায়";"1";"1";"1";"0";"২";"দুধ চা";"0";"1";"0";"0";"0";"0";"0";"0";"খোলা চা  ব্রান্ডের চা পাতা";"0";"1";"0";"0";"1";"মুদি দোকান সুপারশপ";"1";"1";"0";"0";"২০০ থেকে ৫০০ টাকার মধ্যে";"গুনগত মান স্বাদ ";"0";"1";"1";"0";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"ঘ্রান আরেকটু বেশি হলে ভালো হতো";"492344889";"c0d52ad4-6c26-4888-819c-13fcea65cba0";"2023-10-16T06:33:28";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"159"
"2023-10-16T12:38:48.942+06:00";"2023-10-16T12:40:57.442+06:00";"ee-eu.kobotoolbox.org:IgyRhYdRG2Nu2FpK";"31";"নারী";"স্নাতকোত্তর/সমমান";"বেসরকারি চাকরি";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"প্রতিদিন";"সকাল বিকাল/সন্ধ্যায়";"1";"0";"1";"0";"৫ বা তার চেয়ে বেশী";"র/লাল চা দুধ চা";"1";"1";"0";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"মুদি দোকান";"1";"0";"0";"0";"২০০ থেকে ৫০০ টাকার মধ্যে";"গুনগত মান স্বাদ  ঘ্রান";"0";"1";"1";"1";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"";"492347193";"ba320ff7-ddba-4d55-96ef-2b21f6b05aec";"2023-10-16T06:41:00";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"160"
"2023-10-16T12:47:12.569+06:00";"2023-10-16T12:50:13.527+06:00";"ee-eu.kobotoolbox.org:wjpud0shXupldjqZ";"35";"নারী";"স্নাতক/ডিগ্রী/সমমান";"পেশাজীবী (ডাক্তার/উকিল/ইঞ্জিনিয়ার/কৃষিবিদ ইত্যাদি)";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"সপ্তাহে ৩-৫ বার";"দুপুর বিকাল/সন্ধ্যায়";"0";"1";"1";"0";"৫ বা তার চেয়ে বেশী";"র/লাল চা দুধ চা গ্রীন চা";"1";"1";"1";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"মুদি দোকান সুপারশপ";"1";"1";"0";"0";"২০০ থেকে ৫০০ টাকার মধ্যে";"গুনগত মান স্বাদ ";"0";"1";"1";"0";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"Na";"492350710";"f35b1bb0-cff3-4fb7-9046-1ca0306839d4";"2023-10-16T06:50:15";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"161"
"2023-10-16T12:47:53.206+06:00";"2023-10-16T12:51:33.168+06:00";"ee-eu.kobotoolbox.org:nh0Wc8hkhq0nZKSL";"32";"পুরুষ";"স্নাতকোত্তর/সমমান";"বেসরকারি চাকরি";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"সপ্তাহে ৩-৫ বার";"সকাল";"1";"0";"0";"0";"১";"র/লাল চা";"1";"0";"0";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"মুদি দোকান";"1";"0";"0";"0";"২০০ টাকার কম";"স্বাদ ";"0";"0";"1";"0";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"";"492351267";"461b0400-d774-4260-a7e2-09e5917ff134";"2023-10-16T06:51:35";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"162"
"2023-10-16T12:58:13.681+06:00";"2023-10-16T13:00:04.818+06:00";"ee-eu.kobotoolbox.org:XDr0tX2VGT39L8fC";"26";"পুরুষ";"স্নাতকোত্তর/সমমান";"শিক্ষার্থী";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"সপ্তাহে ৩-৫ বার";"সকাল বিকাল/সন্ধ্যায় রাতে";"1";"0";"1";"1";"৩";"র/লাল চা দুধ চা";"1";"1";"0";"0";"0";"0";"0";"0";"ব্যান্ডের টি ব্যাগ খোলা চা ";"1";"1";"0";"0";"0";"মুদি দোকান";"1";"0";"0";"0";"২০০ টাকার কম";"গুনগত মান স্বাদ ";"0";"1";"1";"0";"0";"0";"0";"0";"0";"বিজ্ঞাপন দেখে";"1";"0";"0";"";"492354076";"6b5c2d23-2351-4bcf-81fe-23ec59108667";"2023-10-16T07:00:05";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"163"
"2023-10-16T12:58:02.046+06:00";"2023-10-16T13:01:36.978+06:00";"ee-eu.kobotoolbox.org:6CwaFLlrlPGBiKdz";"34";"পুরুষ";"প্রাথমিক/৮ম শ্রেণি ";"বেসরকারি চাকরি";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"প্রতিদিন";"সকাল বিকাল/সন্ধ্যায় রাতে";"1";"0";"1";"1";"৪";"র/লাল চা দুধ চা";"1";"1";"0";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"মুদি দোকান";"1";"0";"0";"0";"২০০ থেকে ৫০০ টাকার মধ্যে";"ব্র্যান্ড এর খ্যাতি গুনগত মান স্বাদ  ঘ্রান";"1";"1";"1";"1";"0";"0";"0";"0";"0";"কারো কাছ থেকে শুনে পান করে";"0";"1";"1";"না";"492354591";"2544edc7-ead0-4320-9af5-b43a8bb990ae";"2023-10-16T07:01:56";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"164"
"2023-10-16T13:01:33.456+06:00";"2023-10-16T13:02:36.548+06:00";"ee-eu.kobotoolbox.org:jQLNrBMfM9T5atmo";"31";"পুরুষ";"স্নাতকোত্তর/সমমান";"বেসরকারি চাকরি";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"প্রতিদিন";"সকাল বিকাল/সন্ধ্যায়";"1";"0";"1";"0";"২";"র/লাল চা দুধ চা";"1";"1";"0";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"মুদি দোকান সুপারশপ";"1";"1";"0";"0";"২০০ থেকে ৫০০ টাকার মধ্যে";"স্বাদ  ঘ্রান";"0";"0";"1";"1";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"";"492354806";"5f2e566e-10ea-4758-a9cc-515ee503e831";"2023-10-16T07:02:38";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"165"
"2023-10-16T13:02:36.615+06:00";"2023-10-16T13:04:02.086+06:00";"ee-eu.kobotoolbox.org:jQLNrBMfM9T5atmo";"31";"পুরুষ";"স্নাতকোত্তর/সমমান";"বেসরকারি চাকরি";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"প্রতিদিন";"সকাল বিকাল/সন্ধ্যায়";"1";"0";"1";"0";"২";"র/লাল চা দুধ চা";"1";"1";"0";"0";"0";"0";"0";"0";"ব্রান্ডের চা পাতা";"0";"0";"0";"0";"1";"মুদি দোকান সুপারশপ";"1";"1";"0";"0";"২০০ থেকে ৫০০ টাকার মধ্যে";"স্বাদ  ঘ্রান";"0";"0";"1";"1";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"N/A";"492355193";"c84df692-39b1-4330-a848-090e68f047c9";"2023-10-16T07:04:03";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"166"
"2023-10-16T13:05:27.894+06:00";"2023-10-16T13:08:01.393+06:00";"ee-eu.kobotoolbox.org:sw3Y38Ewwbu16NXY";"26";"পুরুষ";"স্নাতকোত্তর/সমমান";"বেসরকারি চাকরি";"মাঝাড়ি ও ছোট শহর (জেলা শহর/উপজেলা শহর/পৌরসভা)";"প্রতিদিন";"সকাল বিকাল/সন্ধ্যায় রাতে";"1";"0";"1";"1";"৩";"র/লাল চা গ্রীন চা";"1";"0";"1";"0";"0";"0";"0";"0";"ব্যান্ডের টি ব্যাগ";"1";"0";"0";"0";"0";"মুদি দোকান সুপারশপ";"1";"1";"0";"0";"২০০ থেকে ৫০০ টাকার মধ্যে";"ব্র্যান্ড এর খ্যাতি গুনগত মান স্বাদ  ঘ্রান";"1";"1";"1";"1";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"No";"492356597";"741ecb89-36e9-452c-8b3d-00c5a929094e";"2023-10-16T07:08:02";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"167"
"2023-10-16T13:09:54.200+06:00";"2023-10-16T13:11:39.253+06:00";"ee-eu.kobotoolbox.org:rbNQJwCZYTfahfXU";"35";"পুরুষ";"স্নাতকোত্তর/সমমান";"বেসরকারি চাকরি";"বড় শহর (রাজধানী/বিভাগীয় শহর/সিটি কর্পোরেশন)";"প্রতিদিন";"সকাল বিকাল/সন্ধ্যায়";"1";"0";"1";"0";"৩";"র/লাল চা গ্রীন চা";"1";"0";"1";"0";"0";"0";"0";"0";"ব্যান্ডের টি ব্যাগ ব্রান্ডের চা পাতা";"1";"0";"0";"0";"1";"সুপারশপ";"0";"1";"0";"0";"২০০ থেকে ৫০০ টাকার মধ্যে";"ব্র্যান্ড এর খ্যাতি গুনগত মান স্বাদ  ঘ্রান";"1";"1";"1";"1";"0";"0";"0";"0";"0";"পান করে";"0";"0";"1";"";"492357930";"22da9450-8de3-4bfc-a45d-dface6fb51d3";"2023-10-16T07:11:42";"";"";"submitted_via_web";"";"vJ2Tkq5seTNihpnaxv2oke";"";"168"
